mu,ber,J
0.05,28.425,0.9710830502075511
0.060000000000000005,31.05,0.9847506692893817
0.07,31.675,0.9828616499020147
0.08000000000000002,29.3,0.9968187952695234
0.09000000000000001,26.075,0.9848754552245693
0.1,25.3,1.0047067503686131
0.11000000000000001,25.5,1.0237654708741537
0.12000000000000001,25.625,1.030837287387438
0.13,26.525,1.046863047747451
0.14,25.725,1.0533021151370479
0.15000000000000002,26.675,1.0810988217261666
0.16000000000000003,26.275,1.1283635562511454
0.17000000000000004,25.925,1.1507302349156254
0.18000000000000005,25.85,1.1509857628694085
0.19,26.775,1.1647217717756224
0.2,27.475,1.187524554821386
0.21000000000000002,25.9,1.2009982645392614
0.22000000000000003,27.2,1.2136587590086811
0.23000000000000004,27.45,1.213320862215407
0.24000000000000005,26.125,1.188469498805562
0.25000000000000006,26.5,1.1913532642742168
0.26000000000000006,26.525,1.2038359285603564
0.27,26.025,1.2159501916951263
0.28,27.15,1.236620680652858
0.29000000000000004,27.25,1.260489238082088
0.30000000000000004,29.65,1.264196428421521
0.31000000000000005,31.6,1.2751480118219978
0.32000000000000006,31.375,1.2856298472185315
0.33,33.675,1.2967758650445973
0.34,33.875,1.30830667013712
0.35000000000000003,36.275,1.3199707186725511
0.36000000000000004,34.825,1.3256205190319894
0.37000000000000005,36.475,1.3388845225052242
0.38000000000000006,35.8,1.3504726379831369
0.39000000000000007,37.575,1.3646714639718163
0.4000000000000001,36.35,1.3769860992234881
0.4100000000000001,37.025,1.3878254681881597
0.42000000000000004,37.5,1.3952899501152074
0.43000000000000005,37.95,1.4080869953126638
0.44000000000000006,36.575,1.4191774907011916
0.45000000000000007,39.675,1.4325055083177025
0.4600000000000001,41.5,1.443089941064963
0.4700000000000001,41.325,1.457059153347271
0.4800000000000001,42.625,1.4691297583014882
0.49000000000000005,44.9,1.4843670638134376
0.5000000000000001,43.475,1.4948657838358783
0.5100000000000001,42.1,1.5089299600872013
0.5200000000000001,42.95,1.523328841297721
0.5300000000000001,45.975,1.534998120446286
0.5400000000000001,46.325,1.5499650212699903
0.5500000000000002,46.525,1.564063456599551
0.5600000000000002,46.45,1.5785421462765044
0.5700000000000002,46.525,1.5964192818375642
0.5800000000000002,47.0,1.6108659909111314
0.5900000000000002,47.225,1.6236538400537386
0.6000000000000002,47.875,1.6367268833457973
0.6100000000000001,49.4,1.6530557459727084
0.6200000000000001,52.725,1.6721272418896966
0.6300000000000001,52.875,1.689897371309713
0.6400000000000001,49.75,1.702770728755345
0.6500000000000001,48.65,1.7195390494298837
0.6600000000000001,49.05,1.7427939698540356
0.6700000000000002,51.025,1.7574191722582768
0.6800000000000002,50.075,1.778627328722522
0.6900000000000002,51.95,1.7949122739077688
0.7000000000000002,52.85,1.777959436624955
0.7100000000000002,51.4,1.7962711745696
0.7200000000000002,53.15,1.8151714171069677
0.7300000000000002,54.4,1.8343430741252786
0.7400000000000002,55.6,1.8539380277730064
0.7500000000000002,58.0,1.8725208789931582
0.7600000000000002,56.65,1.9290520162926623
0.7700000000000002,55.75,1.9505151257590894
0.7800000000000001,57.425,1.9732847407772842
0.7900000000000001,62.075,1.996642772449178
0.8000000000000002,62.475,2.0193651192377144
0.8100000000000002,64.275,2.006588139400259
0.8200000000000002,59.6,2.0272407637192136
0.8300000000000002,61.5,2.051466426714192
0.8400000000000002,63.3,2.0776939051140872
0.8500000000000002,61.95,2.101435980154907
0.8600000000000002,63.025,2.125550873906534
0.8700000000000002,62.7,2.150100174329069
0.8800000000000002,63.525,2.1872926374038584
0.8900000000000002,66.825,2.2202878655593454
0.9000000000000002,66.4,2.247475829544454
0.9100000000000003,70.275,2.2735233651686952
0.9200000000000003,70.925,2.2991476600911644
0.9300000000000002,71.725,2.3269661118324385
0.9400000000000002,69.975,2.352823441645258
0.9500000000000002,72.925,2.3843238971047063
0.9600000000000002,70.0,2.413849473865746
0.9700000000000002,71.175,2.444891303808565
0.9800000000000002,74.45,2.478449740042373
0.9900000000000002,75.1,2.5138775761234506
1.0000000000000002,73.15,2.545835599069676
1.0100000000000002,73.575,2.5740859494712494
1.0200000000000002,75.675,2.621841032395224
1.0300000000000002,76.425,2.663731528255393
1.0400000000000003,76.05,2.693509681352747
1.0500000000000003,74.7,2.7259678847763484
1.0600000000000003,73.8,2.762468835131258
1.0700000000000003,73.925,2.8002318063584837
1.0800000000000003,76.5,2.8377061492482136
1.0900000000000003,79.725,2.875540813318009
1.1000000000000003,80.2,2.9085945376964975
1.1100000000000003,82.375,2.949402621221089
1.1200000000000003,83.175,2.9990422535878554
1.1300000000000003,81.975,3.060225692233278
1.1400000000000003,81.275,3.10579016511701
1.1500000000000004,80.975,3.147907714595598
1.1600000000000004,81.0,3.193883336283437
1.1700000000000002,81.35,3.2401134150285005
1.1800000000000002,81.275,3.1460837489571247
1.1900000000000002,81.775,3.224663475894537
1.2000000000000002,80.775,3.318846152944784
1.2100000000000002,82.45,3.3384241553508875
1.2200000000000002,84.475,3.3877147168072264
1.2300000000000002,84.475,3.4335543870156635
1.2400000000000002,85.55,3.489359009751072
1.2500000000000002,85.575,3.5524661809493683
1.2600000000000002,87.425,3.61116904220105
1.2700000000000002,88.1,3.679581699832683
1.2800000000000002,88.675,3.761754663997404
1.2900000000000003,90.475,3.841498173943527
1.3000000000000003,93.65,3.9318721345865764
1.3100000000000003,92.8,4.005760055463538
1.3200000000000003,93.2,4.110343971826054
1.3300000000000003,90.05,4.182130593956059
1.3400000000000003,90.425,4.277367139681661
1.3500000000000003,91.25,4.351686005407136
1.3600000000000003,91.325,4.433858433309383
1.3700000000000003,90.35,4.527664816757009
1.3800000000000003,90.225,4.638647386760554
1.3900000000000003,93.25,4.743701753994861
1.4000000000000004,93.05,4.8392899450777005
1.4100000000000004,94.875,4.982365396026334
1.4200000000000004,96.225,5.1398415254150684
1.4300000000000004,94.875,5.336831708224172
1.4400000000000004,98.5,5.49716865914881
1.4500000000000004,96.45,5.657989814058446
1.4600000000000004,93.825,5.822163563434802
1.4700000000000004,96.175,6.258207362103215
1.4800000000000004,97.025,6.460834750632924
1.4900000000000004,98.1,6.683591420362178
1.5000000000000002,100.875,6.914226358071936
