mu,ber
0.7788007830714049,2.73431235
0.8927703250971366,3.860237975
0.9292724661834706,3.75824695
0.9472392859625229,3.9597813250000002
0.9579281956774315,4.260773725
0.9650161277231987,4.1657788
0.9700603214731668,4.34379095
0.9738332886739254,4.37455585
0.9767617885052541,4.45383335
0.9791007901016487,4.5323508
0.9810120078931768,4.659368325
0.9826029635075111,4.66362595
0.9839479314265187,4.693633525
0.9850998672267954,4.896641
0.9860975442628619,5.02366355
0.9869700034106982,5.1014386
0.987739426399548,5.102448625
0.9884230479535462,5.079966175
0.9890344620573305,4.93096875
0.9895845350813021,4.90772875
0.9900820572136235,4.9589864
0.990534215708128,4.96248905
0.9909469443297331,5.063754025
0.9913251852033019,5.139756575
0.991673087656223,5.190256625
0.9919941610600304,5.242264125
0.9922913936257597,5.1927667
0.9925673456842468,5.21928175
0.9928242236239109,5.320036825
0.9930639390090071,5.321039375000001
0.9932881562316848,5.347794425
0.9934983312111558,5.373551975000001
0.9936957430428041,5.373806975
0.993881520051483,5.424559524999999
0.9940566613702403,5.49931455
0.9942220549160928,5.524064575
0.9943784924456865,5.5495720749999995
0.9945266822296779,5.60007215
0.9946672597739556,5.626324675000001
0.9948007969300635,5.626577199999999
0.9949278096702725,5.6518247
0.9950487647502056,5.6520796749999995
0.9951640854403874,5.6523297
0.9952741564750597,5.6285822
0.9953793283402003,5.6795847
0.9954799210014427,5.6793372
0.9955762271554306,5.705339775
0.9956685150742013,5.731347275000001
0.9957570311008136,5.8320998
0.99584200184511,5.858102325
