mu,ber
0.85,3.425
0.86,2.8
0.87,2.775
0.88,2.5
0.89,2.55
0.9,2.575
0.91,2.725
0.92,2.725
0.93,2.875
0.9400000000000001,2.925
0.9500000000000001,2.725
0.9600000000000001,2.75
0.9700000000000001,2.45
0.9800000000000001,2.575
0.9900000000000001,2.5
1.0,4.7
