mu,ber
0.7788007830714049,4.35
0.8927703250971366,4.525
0.9292724661834706,4.525
0.9472392859625229,4.025
0.9579281956774315,4.225
0.9650161277231987,4.325
0.9700603214731668,4.425
0.9738332886739254,4.575
0.9767617885052541,4.75
0.9791007901016487,5.025
0.9810120078931768,5.225
0.9826029635075111,5.375
0.9839479314265187,5.5
0.9850998672267954,5.6
0.9860975442628619,5.75
0.9869700034106982,5.775
0.987739426399548,5.75
0.9884230479535462,5.825
0.9890344620573305,5.9
0.9895845350813021,6.0
0.9900820572136235,6.1
0.990534215708128,6.225
0.9909469443297331,6.225
0.9913251852033019,6.325
0.991673087656223,6.35
0.9919941610600304,6.45
0.9922913936257597,6.45
0.9925673456842468,6.475
0.9928242236239109,6.475
0.9930639390090071,6.55
0.9932881562316848,6.575
0.9934983312111558,6.6
0.9936957430428041,6.625
0.993881520051483,6.625
0.9940566613702403,6.675
0.9942220549160928,6.675
0.9943784924456865,6.7
0.9945266822296779,6.7
0.9946672597739556,6.7
0.9948007969300635,6.7
0.9949278096702725,6.75
0.9950487647502056,6.75
0.9951640854403874,6.8
0.9952741564750597,6.85
0.9953793283402003,6.85
0.9954799210014427,6.925
0.9955762271554306,6.975
0.9956685150742013,6.975
0.9957570311008136,7.0
0.99584200184511,7.025
